NM_UE;NR_CANDIDATO;NM_CANDIDATO;DS_SITUACAO_CANDIDATURA;DS_DETALHE_SITUACAO_CAND;TP_AGREMIACAO;NR_PARTIDO;SG_PARTIDO;NM_PARTIDO;NM_COLIGACAO;DS_COMPOSICAO_COLIGACAO;DT_NASCIMENTO;DS_GENERO;DS_GRAU_INSTRUCAO;DS_ESTADO_CIVIL;DS_COR_RACA;DS_OCUPACAO;DS_SIT_TOT_TURNO
CURITIBA;19500;NILSON SALES;APTO;DEFERIDO;PARTIDO ISOLADO;19;PTN;PARTIDO TRABALHISTA NACIONAL;PARTIDO ISOLADO;PTN;23/02/1973 00:00;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;JORNALISTA E REDATOR;SUPLENTE
CURITIBA;23015;MARIEL ADRIANA RODRIGUES;INAPTO;INDEFERIDO;PARTIDO ISOLADO;23;PPS;PARTIDO POPULAR SOCIALISTA;PARTIDO ISOLADO;PPS;09/07/1971 00:00;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);BRANCA;OUTROS;NÃO ELEITO
CURITIBA;70003;MARIANA ALVES DA SILVA;APTO;DEFERIDO;COLIGAÇÃO;70;PT do B;PARTIDO TRABALHISTA DO BRASIL;Curitiba melhor;PSDB / PT do B;29/05/1995 00:00;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);BRANCA;COMERCIÁRIO;SUPLENTE
CURITIBA;55855;AGMAR MARCHETTO;APTO;DEFERIDO;PARTIDO ISOLADO;55;PSD;PARTIDO SOCIAL DEMOCRÁTICO;PARTIDO ISOLADO;PSD;17/10/1952 00:00;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;ADMINISTRADOR;SUPLENTE
CURITIBA;55130;BRUNO EDUARDO FISCHER PESSUTI;APTO;DEFERIDO;PARTIDO ISOLADO;55;PSD;PARTIDO SOCIAL DEMOCRÁTICO;PARTIDO ISOLADO;PSD;02/08/1984 00:00;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;VEREADOR;ELEITO POR MÉDIA
CURITIBA;45500;RAFAEL RUDGE MILLER;APTO;DEFERIDO;COLIGAÇÃO;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;Curitiba melhor;PSDB / PT do B;11/04/1981 00:00;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;CASADO(A);BRANCA;REPRESENTANTE COMERCIAL;SUPLENTE
CURITIBA;18118;MAURICIO SOARES DOTTORI;APTO;DEFERIDO;COLIGAÇÃO;18;REDE;REDE SUSTENTABILIDADE;CURITIBA JUSTA E SUSTENTAVEL;PMDB / REDE;01/08/1960 00:00;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;OUTROS;SUPLENTE
CURITIBA;44011;ABENEL MOTTA DE OLIVEIRA;APTO;DEFERIDO;PARTIDO ISOLADO;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;PARTIDO ISOLADO;PRP;12/03/1960 00:00;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PRETA;PROFESSOR E INSTRUTOR DE FORMAÇÃO PROFISSIONAL;SUPLENTE
CURITIBA;14728;SILVANE DA SILVA;APTO;DEFERIDO;PARTIDO ISOLADO;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;PARTIDO ISOLADO;PTB;28/07/1973 00:00;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;SOLTEIRO(A);BRANCA;COZINHEIRO;SUPLENTE
CURITIBA;90019;JOSÉ CARLOS FAGUNDES;APTO;DEFERIDO;PARTIDO ISOLADO;90;PROS;PARTIDO REPUBLICANO DA ORDEM SOCIAL;PARTIDO ISOLADO;PROS;16/02/1963 00:00;MASCULINO;ENSINO MÉDIO COMPLETO;DIVORCIADO(A);BRANCA;OUTROS;SUPLENTE
CURITIBA;44432;NEIVA CAMARGO DA SILVA IOVANOVITCHI;APTO;DEFERIDO;PARTIDO ISOLADO;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;PARTIDO ISOLADO;PRP;03/07/1953 00:00;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;ATOR E DIRETOR DE ESPETÁCULOS PÚBLICOS;SUPLENTE
CURITIBA;23515;RICHARD RAMOS REGIO;APTO;DEFERIDO;PARTIDO ISOLADO;23;PPS;PARTIDO POPULAR SOCIALISTA;PARTIDO ISOLADO;PPS;22/11/1961 00:00;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;OUTROS;SUPLENTE
CURITIBA;17019;SUELY RODRIGUES FERREIRA;APTO;DEFERIDO;PARTIDO ISOLADO;17;PSL;PARTIDO SOCIAL LIBERAL;PARTIDO ISOLADO;PSL;03/08/1963 00:00;FEMININO;ENSINO FUNDAMENTAL COMPLETO;CASADO(A);BRANCA;OUTROS;NÃO ELEITO
CURITIBA;14555;PEDRO IVAN FERREIRA;APTO;DEFERIDO;PARTIDO ISOLADO;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;PARTIDO ISOLADO;PTB;21/12/1952 00:00;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;CASADO(A);BRANCA;TRABALHADOR DE USINAGEM DE METAIS;SUPLENTE
CURITIBA;12007;ADÃO RODRIGUES VIEIRA;APTO;DEFERIDO;COLIGAÇÃO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;PDT-PRB;PDT / PRB;02/11/1946 00:00;MASCULINO;ENSINO MÉDIO INCOMPLETO;CASADO(A);PARDA;OUTROS;SUPLENTE
CURITIBA;30330;RONALDO LUIZ SELLA FILHO;APTO;DEFERIDO;PARTIDO ISOLADO;30;NOVO;PARTIDO NOVO;PARTIDO ISOLADO;NOVO;19/07/1981 00:00;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;ENGENHEIRO;NÃO ELEITO
CURITIBA;18777;MARCIO FERREIRA PEREIRA;APTO;DEFERIDO;COLIGAÇÃO;18;REDE;REDE SUSTENTABILIDADE;CURITIBA JUSTA E SUSTENTAVEL;PMDB / REDE;20/04/1979 00:00;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);PARDA;PROFESSOR DE ENSINO MÉDIO;SUPLENTE
CURITIBA;28100;RICARDO GUIMARAES DA SERRA;APTO;DEFERIDO;PARTIDO ISOLADO;28;PRTB;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;PARTIDO ISOLADO;PRTB;12/08/1972 00:00;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;VIGILANTE;NÃO ELEITO
CURITIBA;51021;ISMAEL NOSSABEIN;APTO;DEFERIDO;PARTIDO ISOLADO;51;PEN;PARTIDO ECOLÓGICO NACIONAL;PARTIDO ISOLADO;PEN;14/08/1970 00:00;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);BRANCA;COMERCIANTE;NÃO ELEITO
CURITIBA;33456;FRANCISCO COSTA FILHO;APTO;DEFERIDO;COLIGAÇÃO;33;PMN;PARTIDO DA MOBILIZAÇÃO NACIONAL;CURITIBA, INOVAÇÃO E AMOR - PMN - PSB  e DEM;PMN / PSB / DEM;28/05/1963 00:00;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;SERVIDOR PÚBLICO MUNICIPAL;SUPLENTE
CURITIBA;51041;MARCOS AMARAL ELIAS;APTO;DEFERIDO;PARTIDO ISOLADO;51;PEN;PARTIDO ECOLÓGICO NACIONAL;PARTIDO ISOLADO;PEN;29/10/1975 00:00;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;OUTROS;NÃO ELEITO
CURITIBA;12340;CRISTIANE LOPES;APTO;DEFERIDO;COLIGAÇÃO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;PDT-PRB;PDT / PRB;19/08/1968 00:00;FEMININO;SUPERIOR COMPLETO;DIVORCIADO(A);BRANCA;ARQUITETO;SUPLENTE
CURITIBA;28199;GILMAR SIMOES;APTO;DEFERIDO;PARTIDO ISOLADO;28;PRTB;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;PARTIDO ISOLADO;PRTB;30/07/1958 00:00;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;APOSENTADO (EXCETO SERVIDOR PÚBLICO);NÃO ELEITO
CURITIBA;20010;CLAUDIO IANCHUKI FILHO;APTO;DEFERIDO;PARTIDO ISOLADO;20;PSC;PARTIDO SOCIAL CRISTÃO;PARTIDO ISOLADO;PSC;23/04/1964 00:00;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;EMPRESÁRIO;SUPLENTE
CURITIBA;70002;ANTONIO SERAFIM DA SILVA;APTO;DEFERIDO;COLIGAÇÃO;70;PT do B;PARTIDO TRABALHISTA DO BRASIL;Curitiba melhor;PSDB / PT do B;23/08/1966 00:00;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;TÉCNICO DE OBRAS CIVIS, ESTRADAS, SANEAMENTO E ASSEMELHADOS;SUPLENTE
CURITIBA;51119;EDITHLAYNE PEDROSO DE MORAES VAZ;APTO;DEFERIDO;PARTIDO ISOLADO;51;PEN;PARTIDO ECOLÓGICO NACIONAL;PARTIDO ISOLADO;PEN;10/11/1989 00:00;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;CIENTISTA POLÍTICO;NÃO ELEITO
CURITIBA;17222;ADEMIR FRANCISCO;APTO;DEFERIDO;PARTIDO ISOLADO;17;PSL;PARTIDO SOCIAL LIBERAL;PARTIDO ISOLADO;PSL;07/11/1951 00:00;MASCULINO;ENSINO MÉDIO INCOMPLETO;CASADO(A);BRANCA;OUTROS;NÃO ELEITO
CURITIBA;14114;DAVI BIBIANO DE MIRANDA;APTO;DEFERIDO;PARTIDO ISOLADO;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;PARTIDO ISOLADO;PTB;13/09/1981 00:00;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;SOLTEIRO(A);BRANCA;PORTEIRO DE EDIFÍCIO, ASCENSORISTA, GARAGISTA E ZELADOR;SUPLENTE
CURITIBA;12029;LILIAN BIBIANA DA SILVA DO NASCIMENTO;APTO;DEFERIDO;COLIGAÇÃO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;PDT-PRB;PDT / PRB;03/02/1991 00:00;FEMININO;ENSINO MÉDIO COMPLETO;DIVORCIADO(A);PARDA;DONA DE CASA;SUPLENTE
CURITIBA;90020;CÉLIO ROBERTO DE SOUZA BONFIM;APTO;DEFERIDO;PARTIDO ISOLADO;90;PROS;PARTIDO REPUBLICANO DA ORDEM SOCIAL;PARTIDO ISOLADO;PROS;10/09/1981 00:00;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);BRANCA;EMPRESÁRIO;SUPLENTE
CURITIBA;70321;CLERIA CRISTINA DO CARMO JUSTINO;APTO;DEFERIDO;COLIGAÇÃO;70;PT do B;PARTIDO TRABALHISTA DO BRASIL;Curitiba melhor;PSDB / PT do B;30/12/1972 00:00;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;DECORADOR;SUPLENTE
CURITIBA;44954;ABRAO THOMAS DA SILVA;APTO;DEFERIDO;PARTIDO ISOLADO;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;PARTIDO ISOLADO;PRP;29/03/1962 00:00;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;SOLTEIRO(A);PRETA;MONTADOR DE ESTRUTURA METÁLICA;SUPLENTE
CURITIBA;44044;MARLON MADJER MALLASSA;APTO;DEFERIDO;PARTIDO ISOLADO;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;PARTIDO ISOLADO;PRP;22/05/1988 00:00;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);BRANCA;OUTROS;SUPLENTE
CURITIBA;31033;IVETE GUALBERTO;APTO;DEFERIDO;PARTIDO ISOLADO;31;PHS;PARTIDO HUMANISTA DA SOLIDARIEDADE;PARTIDO ISOLADO;PHS;17/05/1957 00:00;FEMININO;SUPERIOR COMPLETO;VIÚVO(A);BRANCA;TÉCNICO DE ENFERMAGEM E ASSEMELHADOS (EXCETO ENFERMEIRO);NÃO ELEITO
CURITIBA;20142;IVANDRO APARECIDO BISCAIA;APTO;DEFERIDO;PARTIDO ISOLADO;20;PSC;PARTIDO SOCIAL CRISTÃO;PARTIDO ISOLADO;PSC;16/08/1972 00:00;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;EMPRESÁRIO;SUPLENTE
CURITIBA;13321;TANIA MARA MANDARINO;APTO;DEFERIDO;PARTIDO ISOLADO;13;PT;PARTIDO DOS TRABALHADORES;PARTIDO ISOLADO;PT;13/08/1967 00:00;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;ADVOGADO;SUPLENTE
CURITIBA;22015;EMILIA SIMÕES KOVALSKI;APTO;DEFERIDO;COLIGAÇÃO;22;PR;PARTIDO DA REPÚBLICA;VEREADORES RENOVA CURITIBA;PP / PR / PMB;15/09/1958 00:00;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;CASADO(A);BRANCA;OUTROS;SUPLENTE
CURITIBA;11356;ELI GABRIEL;APTO;DEFERIDO;COLIGAÇÃO;11;PP;PARTIDO PROGRESSISTA;VEREADORES RENOVA CURITIBA;PP / PR / PMB;09/03/1967 00:00;MASCULINO;LÊ E ESCREVE;DIVORCIADO(A);BRANCA;OUTROS;SUPLENTE
CURITIBA;18007;MERY DORO;APTO;DEFERIDO;COLIGAÇÃO;18;REDE;REDE SUSTENTABILIDADE;CURITIBA JUSTA E SUSTENTAVEL;PMDB / REDE;21/02/1963 00:00;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;EMPRESÁRIO;SUPLENTE
CURITIBA;43217;ASTRID ROZA DA SILVA CUNHA NASCIMENTO;APTO;DEFERIDO;PARTIDO ISOLADO;43;PV;PARTIDO VERDE;PARTIDO ISOLADO;PV;17/09/1992 00:00;FEMININO;SUPERIOR INCOMPLETO;SOLTEIRO(A);BRANCA;ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS;SUPLENTE
CURITIBA;20020;ADILSON ALVES LEANDRO;APTO;DEFERIDO;PARTIDO ISOLADO;20;PSC;PARTIDO SOCIAL CRISTÃO;PARTIDO ISOLADO;PSC;31/08/1968 00:00;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PRETA;VEREADOR;ELEITO POR QP
CURITIBA;28033;REGINALDO APARECIDO DA SILVA;APTO;DEFERIDO;PARTIDO ISOLADO;28;PRTB;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;PARTIDO ISOLADO;PRTB;13/01/1968 00:00;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;SOLTEIRO(A);PARDA;OUTROS;NÃO ELEITO
CURITIBA;18013;LAIS DENOVARO BACILLA;APTO;DEFERIDO;COLIGAÇÃO;18;REDE;REDE SUSTENTABILIDADE;CURITIBA JUSTA E SUSTENTAVEL;PMDB / REDE;18/05/1960 00:00;FEMININO;SUPERIOR COMPLETO;DIVORCIADO(A);BRANCA;SERVIDOR PÚBLICO ESTADUAL;SUPLENTE
CURITIBA;17012;GENECI VARGAS SOUTO;INAPTO;INDEFERIDO;PARTIDO ISOLADO;17;PSL;PARTIDO SOCIAL LIBERAL;PARTIDO ISOLADO;PSL;11/05/1954 00:00;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;VIÚVO(A);BRANCA;OUTROS;#NULO#
CURITIBA;14100;MARIA TEREZA DOS SANTOS;APTO;DEFERIDO;PARTIDO ISOLADO;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;PARTIDO ISOLADO;PTB;02/04/1964 00:00;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;VENDEDOR PRACISTA, REPRESENTANTE, CAIXEIRO-VIAJANTE E ASSEMELHADOS;SUPLENTE
CURITIBA;17224;NICOLINA RODRIGUES CANDEIA;APTO;DEFERIDO;PARTIDO ISOLADO;17;PSL;PARTIDO SOCIAL LIBERAL;PARTIDO ISOLADO;PSL;28/12/1955 00:00;FEMININO;ENSINO FUNDAMENTAL COMPLETO;VIÚVO(A);BRANCA;ENFERMEIRO;NÃO ELEITO
CURITIBA;19345;CARLOS ROBERTO PEREIRA;APTO;DEFERIDO;PARTIDO ISOLADO;19;PTN;PARTIDO TRABALHISTA NACIONAL;PARTIDO ISOLADO;PTN;24/10/1963 00:00;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;CASADO(A);BRANCA;CANTOR E COMPOSITOR;SUPLENTE
CURITIBA;51678;ANTONIO THADEU WOJCIECHONSKI;INAPTO;RENÚNCIA;PARTIDO ISOLADO;51;PEN;PARTIDO ECOLÓGICO NACIONAL;PARTIDO ISOLADO;PEN;24/12/1950 00:00;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;JORNALISTA E REDATOR;#NULO#
CURITIBA;77456;JOSUE FANINI MENEGUETTE;APTO;DEFERIDO;PARTIDO ISOLADO;77;SD;SOLIDARIEDADE;PARTIDO ISOLADO;SD;19/10/1949 00:00;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;APOSENTADO (EXCETO SERVIDOR PÚBLICO);SUPLENTE
CURITIBA;40777;JOSÉ CARLOS DE OLIVEIRA;APTO;DEFERIDO;COLIGAÇÃO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;CURITIBA, INOVAÇÃO E AMOR - PMN - PSB  e DEM;PMN / PSB / DEM;16/05/1966 00:00;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;OUTROS;SUPLENTE
CURITIBA;50012;DENIS RAFAEL GAYER;APTO;DEFERIDO;COLIGAÇÃO;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;Frente de Esquerda;PSOL / PCB;04/10/1979 00:00;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);BRANCA;OUTROS;NÃO ELEITO
CURITIBA;43433;JOÃO CARLOS BELINO;APTO;DEFERIDO;PARTIDO ISOLADO;43;PV;PARTIDO VERDE;PARTIDO ISOLADO;PV;13/04/1964 00:00;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;CASADO(A);BRANCA;MOTORISTA DE VEÍCULOS DE TRANSPORTE DE CARGA;SUPLENTE
CURITIBA;20006;RAMISON RODRIGO D AMARAL PORTO;APTO;DEFERIDO;PARTIDO ISOLADO;20;PSC;PARTIDO SOCIAL CRISTÃO;PARTIDO ISOLADO;PSC;05/09/1975 00:00;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);BRANCA;AGENTE ADMINISTRATIVO;SUPLENTE
CURITIBA;13512;JOAQUIM SILVA MACIEL;APTO;DEFERIDO;PARTIDO ISOLADO;13;PT;PARTIDO DOS TRABALHADORES;PARTIDO ISOLADO;PT;12/02/1948 00:00;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;MECÂNICO DE MANUTENÇÃO;SUPLENTE
CURITIBA;19156;JOÃO ALEXANDRE DE SOUZA;APTO;DEFERIDO;PARTIDO ISOLADO;19;PTN;PARTIDO TRABALHISTA NACIONAL;PARTIDO ISOLADO;PTN;10/12/1964 00:00;MASCULINO;ENSINO MÉDIO COMPLETO;SEPARADO(A) JUDICIALMENTE;PARDA;SERVIDOR PÚBLICO MUNICIPAL;SUPLENTE
CURITIBA;36111;HILDA PEDROSO DA CRUZ;INAPTO;INDEFERIDO;COLIGAÇÃO;36;PTC;PARTIDO TRABALHISTA CRISTÃO;CURITIBA MAIS FORTE;PTC / PPL / PC do B;20/08/1970 00:00;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;APOSENTADO (EXCETO SERVIDOR PÚBLICO);#NULO#
CURITIBA;44001;EDIVAL SILVERIO DE OLIVEIRA;APTO;DEFERIDO;PARTIDO ISOLADO;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;PARTIDO ISOLADO;PRP;12/02/1980 00:00;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);BRANCA;MOTORISTA PARTICULAR;SUPLENTE
CURITIBA;55955;PRICILA MARCOCCIA DE SOUZA;APTO;DEFERIDO;PARTIDO ISOLADO;55;PSD;PARTIDO SOCIAL DEMOCRÁTICO;PARTIDO ISOLADO;PSD;22/06/1972 00:00;FEMININO;SUPERIOR COMPLETO;SEPARADO(A) JUDICIALMENTE;BRANCA;EMPRESÁRIO;SUPLENTE
CURITIBA;19080;GERSON PASSOS CAMARGO;APTO;DEFERIDO;PARTIDO ISOLADO;19;PTN;PARTIDO TRABALHISTA NACIONAL;PARTIDO ISOLADO;PTN;13/08/1958 00:00;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;PROFESSOR DE ENSINO SUPERIOR;SUPLENTE
CURITIBA;23666;HELIO DA COSTA BARRETO;APTO;DEFERIDO;PARTIDO ISOLADO;23;PPS;PARTIDO POPULAR SOCIALISTA;PARTIDO ISOLADO;PPS;28/01/1969 00:00;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;OUTROS;SUPLENTE
CURITIBA;11;LUCIANO PIZZATTO;APTO;DEFERIDO;COLIGAÇÃO;28;PRTB;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;RENOVA CURITIBA;PP / SD / PR / PMB / PHS / PRTB;23/03/1957 00:00;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;ENGENHEIRO;NÃO ELEITO
CURITIBA;27403;JACIRA CAMARGO CORRÊA;APTO;DEFERIDO;PARTIDO ISOLADO;27;PSDC;PARTIDO SOCIAL DEMOCRATA CRISTÃO;PARTIDO ISOLADO;PSDC;11/10/1982 00:00;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);BRANCA;VENDEDOR PRACISTA, REPRESENTANTE, CAIXEIRO-VIAJANTE E ASSEMELHADOS;SUPLENTE
CURITIBA;19023;TITO TELES DE CAMPOS;APTO;DEFERIDO;PARTIDO ISOLADO;19;PTN;PARTIDO TRABALHISTA NACIONAL;PARTIDO ISOLADO;PTN;08/11/1966 00:00;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;CASADO(A);BRANCA;MÚSICO;SUPLENTE
CURITIBA;45444;MAURICIO SCHMIDT;APTO;DEFERIDO;COLIGAÇÃO;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;Curitiba melhor;PSDB / PT do B;18/01/1967 00:00;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);BRANCA;EMPRESÁRIO;SUPLENTE
CURITIBA;51009;MARIA APARECIDA DE SOUZA;APTO;DEFERIDO;PARTIDO ISOLADO;51;PEN;PARTIDO ECOLÓGICO NACIONAL;PARTIDO ISOLADO;PEN;11/01/1959 00:00;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;CASADO(A);BRANCA;OUTROS;NÃO ELEITO
CURITIBA;23270;VITOR JOSE DE LIMA;APTO;DEFERIDO;PARTIDO ISOLADO;23;PPS;PARTIDO POPULAR SOCIALISTA;PARTIDO ISOLADO;PPS;28/12/1969 00:00;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;DIVORCIADO(A);BRANCA;EMPRESÁRIO;SUPLENTE
CURITIBA;27970;AGENOR DA SILVA PEREIRA;APTO;DEFERIDO;PARTIDO ISOLADO;27;PSDC;PARTIDO SOCIAL DEMOCRATA CRISTÃO;PARTIDO ISOLADO;PSDC;21/11/1974 00:00;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;VEREADOR;ELEITO POR MÉDIA
CURITIBA;12444;MESAEL CAETANO DOS SANTOS;APTO;DEFERIDO;COLIGAÇÃO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;PDT-PRB;PDT / PRB;04/01/1966 00:00;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);PARDA;ADVOGADO;SUPLENTE
CURITIBA;50420;JAMES KAVA;APTO;DEFERIDO;COLIGAÇÃO;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;Frente de Esquerda;PSOL / PCB;22/01/1990 00:00;MASCULINO;SUPERIOR INCOMPLETO;SOLTEIRO(A);BRANCA;OUTROS;NÃO ELEITO
CURITIBA;28280;JOAO SEABLA DOS ANJOS;APTO;DEFERIDO;PARTIDO ISOLADO;28;PRTB;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;PARTIDO ISOLADO;PRTB;29/05/1963 00:00;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;CASADO(A);PRETA;OUTROS;NÃO ELEITO
CURITIBA;44012;RAPHAEL DE SOUZA LOBO;INAPTO;CANCELADO;PARTIDO ISOLADO;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;PARTIDO ISOLADO;PRP;06/08/1971 00:00;MASCULINO;SUPERIOR INCOMPLETO;SOLTEIRO(A);BRANCA;OUTROS;#NULO#
CURITIBA;31456;THIAGO CESAR MATSUDA;APTO;DEFERIDO;PARTIDO ISOLADO;31;PHS;PARTIDO HUMANISTA DA SOLIDARIEDADE;PARTIDO ISOLADO;PHS;26/05/1983 00:00;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS;NÃO ELEITO
CURITIBA;45007;JOÃO LUIZ SIMÕES CORDEIRO;APTO;DEFERIDO;COLIGAÇÃO;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;Curitiba melhor;PSDB / PT do B;09/06/1958 00:00;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);BRANCA;SERVIDOR PÚBLICO ESTADUAL;SUPLENTE
CURITIBA;20000;NATALINO DAS NEVES;APTO;DEFERIDO;PARTIDO ISOLADO;20;PSC;PARTIDO SOCIAL CRISTÃO;PARTIDO ISOLADO;PSC;25/12/1966 00:00;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;ELETRICISTA E ASSEMELHADOS;SUPLENTE
CURITIBA;40110;ROSANE MARIA LOPES GONZAGA;INAPTO;INDEFERIDO;COLIGAÇÃO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;CURITIBA, INOVAÇÃO E AMOR - PMN - PSB  e DEM;PMN / PSB / DEM;08/10/1971 00:00;FEMININO;ENSINO FUNDAMENTAL COMPLETO;SOLTEIRO(A);BRANCA;OUTROS;NÃO ELEITO
CURITIBA;17550;LUCIANO ATAMANZUCK;APTO;DEFERIDO;PARTIDO ISOLADO;17;PSL;PARTIDO SOCIAL LIBERAL;PARTIDO ISOLADO;PSL;29/07/1977 00:00;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;MECÂNICO DE MANUTENÇÃO;NÃO ELEITO
CURITIBA;15123;PAIKAN SALOMON DE MELLO E SILVA;APTO;DEFERIDO;COLIGAÇÃO;15;PMDB;PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO;CURITIBA JUSTA E SUSTENTAVEL;PMDB / REDE;14/09/1977 00:00;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;ADMINISTRADOR;SUPLENTE
CURITIBA;43943;DIEGO LOPES RIBEIRO;APTO;DEFERIDO;PARTIDO ISOLADO;43;PV;PARTIDO VERDE;PARTIDO ISOLADO;PV;31/05/1989 00:00;MASCULINO;SUPERIOR INCOMPLETO;SOLTEIRO(A);PARDA;TÉCNICO DE QUÍMICA;SUPLENTE
